classifier,class,metric,ap_type,point,ci_low,ci_high,method,ci_method
PLM_Domains_TpsEsm1vSubseq,FPP,roc_auc,pooled_oof,0.990902363725466,0.9831470356032485,0.9946910732454003,bca,bca
PLM_Domains_TpsEsm1vSubseq,GFPP,ap,pooled_oof,0.651143717760043,0.41751618000487645,0.8242966341789794,bca,bca
PLM_Domains_TpsEsm1vSubseq,GFPP,roc_auc,pooled_oof,0.913113160110304,0.6683926879872365,0.9976412725859779,bca,bca
PLM_Domains_TpsEsm1vSubseq,GGPP,ap,pooled_oof,0.7219063213208711,0.6026330350465132,0.8573148413191963,bca,bca
PLM_Domains_TpsEsm1vSubseq,GGPP,roc_auc,pooled_oof,0.9806068385405287,0.9547162684721127,0.9896186579886991,bca,bca
PLM_Domains_TpsEsm1vSubseq,GPP,ap,pooled_oof,0.6711817709541635,0.45871974047779734,0.8506855284736309,bca,bca
PLM_Domains_TpsEsm1vSubseq,GPP,roc_auc,pooled_oof,0.9863348045595896,0.9775021607316977,0.9921065635977936,bca,bca
PLM_Domains_TpsEsm1vSubseq,IDS,ap,pooled_oof,0.9823155725472047,0.9564296860503918,0.991577858075951,bca,bca
PLM_Domains_TpsEsm1vSubseq,IDS,roc_auc,pooled_oof,0.9997546809297247,0.9994215117153636,0.9998814383993911,bca,bca
PLM_Domains_TpsEsm1vSubseq,Substrate_mAP,ap,pooled_oof,0.7879364837957037,0.7296575308467785,0.845724311759719,bca,bca
PLM_Domains_TpsEsm1vSubseq,Substrate_mAP,roc_auc,pooled_oof,0.9830364534040835,0.9523646041369117,0.9943736459794554,bca,bca
PLM_Domains_TpsEsm1vSubseq,TPS,ap,pooled_oof,0.9994448404766094,0.9985601967656753,0.9997738006738559,bca,bca
PLM_Domains_TpsEsm1vSubseq,TPS,roc_auc,pooled_oof,0.9999248517178818,0.999803602946532,0.9999669396952465,bca,bca
